job_id,job_id_platform,role,company,location,posted_time,url,job_desc,salary,work_type,country,salary_min_cleaned,salary_max_cleaned
114,84412798,Senior Data Engineer,PT Amartha Mikro Fintek (Jakarta),Kebayoran Lama,2025-06-17 16:17:28.000000 UTC,https://id.jobstreet.com/id/job/84412798,"About the role; As one of the prominent fintech players in Indonesia, Amartha provides financial services to underbanked women entrepreneurs in rural areas. We firmly believe that financial inclusion is key to building a sustainable economy that uplifts and supports the entire country.; We are currently seeking a Junior Data Scientist to join our team. In this role, you will apply your skills in data wrangling and advanced problem-solving to tackle real business challenges. You will collaborate with a diverse range of stakeholders, including business experts, product leaders, and tech-savvy engineers.; You’ll also work alongside a team of exceptional data scientists with varied expertise, spanning data engineering, machine learning and AI engineering, data warehousing, and data analysis.; At Amartha, we value your mindset and adaptability even more than your technical prowess.; Responsibilities; Develop and maintain data engineering services as a part of the big data ecosystem in Amartha; Develop data engineering framework to simplify the day-to-day data science works; Collaborate with the data science, product, and engineering teams to build a product solution with integrated analytics and/or machine learning systems; Research the latest data and ML/AI engineering tools and frameworks that can potentially be implemented to improve the status quo; Influencing the data-driven culture to the company; Requirements; A Bachelor’s / Master's degree in engineering or quantitative fields; Proficient in setting up basic networking in a cloud system; Proficient in DevOps best practices such as CI/CD or IAC; Proven expertise in using Docker and Kubernetes; Familiar with common data engineering tools (Airflow, dbt, Spark, etc.); Previous experience in implementing end-to-end machine learning in production is a plus; Previous experience in building scalable real-time analytical solutions is a plus; Proficient in tackling ambiguous problems with clarity and a structured framework; Ability to simplify and clearly communicate complex concepts to non-technical persons; Ability to seamlessly and effectively communicate from strategic to operational levels; Strong resolve in facing uncertainties and new challenges; At Amartha, we are dedicated to creating a workplace that celebrates diversity, ensures equity, and fosters inclusion. We believe that diverse perspectives—shaped by factors such as gender, age, race, ethnicity, education, culture, and life experiences—drive innovation and growth.; We actively welcome individuals from all backgrounds to join us in building an environment where everyone feels respected, valued, and empowered. Our commitment is to provide equal opportunities and foster a sense of belonging that enables our employees to thrive and make meaningful contributions.",,Full time,indonesia,,
28,85686745,"Expert, Cloudera & Dataiku (Data Engineer)",ASIA PULP AND PAPER,South Tangerang,2025-07-11 13:16:45.000000 UTC,https://id.jobstreet.com/id/job/85686745,"We are looking for Data Engineer to be part of our IT Business Insight and Analytics Team.; Job Description:; Mining data from primary and secondary sources, then reorganizing said data in a format that can be used by next process such as data analytics, data science or any AI/ML processes; Manage day-to-day operation in collecting, storing, processing and analyzing huge sets of data including construct data storages and data-access tools (data lake approach); Monitor overal performance and stability of the system, warehouse cleansing and ensure track pipeline stability; Job Requirements:; Have at least 7-12 years of experience in data lake implementation; Experience on design & setup data lake architecture, topology, and infrastructure; Experience with ETL and ELT data pipeline hands-on & implementation; Proficient with data lake related skills, such as : Cloudera, Dataiku, Object Storage, Hadoop, Spark, Kafka, Airflow,Dremio, Python, R, Docker, Kubernetes, Iceberg/HUDI, etc; Good & have passion on data processing; Working location: Serpong",,Full time,indonesia,,
45,85384206,Data Center Facility Engineer,Oracle,Batam,2025-07-03 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85384206,"Daily Job Duties:; • Review of MOPs and SOPs for accuracy, and safety, and to assess the potential for business impact.; • Ensure critical systems redundancy is available and equipment is maintained in accordance with published schedules.; • Creation of Oracle change management request.; • Act as Oracle lead on the resolution of engineering incidents within assigned data centers.; • Undertake power and cooling capacity audits.; • Monitoring data center environmental data and responding to alarms.; • Infra-red scanning of electrical infrastructure.; • Support local data center operations teams.; • Provide on-call out-of-hours coverage in accordance with schedule.; Requirements:; • Knowledge of data center power and cooling critical systems and their troubleshooting, experience in operating and maintaining electrical and/or power electronic systems.; • Change management experience. Creating and implementing maintenance tickets.; • Ability to read and utilize electrical and mechanical schematics.; • Ability to read and understand construction drawings.; • Excellent time management skills.; • Diligent with excellent organizational skills.; • Good interpersonal and relationship-building skills.; • Strong curiosity about learning new DC concepts.; • Conscientious and trustworthy.; • Process-oriented.; • Must be able to lift 75 lbs.; • Strong presentation and written communication skills.; • Experience taking on-call shifts and ability to respond to critical events as needed.; As a world leader in cloud solutions, Oracle uses tomorrow’s technology to tackle today’s challenges. We’ve partnered with industry-leaders in almost every sector—and continue to thrive after 40+ years of change by operating with integrity. ; We know that true innovation starts when everyone is empowered to contribute. That’s why we’re committed to growing an inclusive workforce that promotes opportunities for all.; Oracle careers open the door to global opportunities where work-life balance flourishes. We offer competitive benefits based on parity and consistency and support our people with flexible medical, life insurance, and retirement options. We also encourage employees to give back to their communities through our volunteer programs.; We’re committed to including people with disabilities at all stages of the employment process. If you require accessibility assistance or accommodation for a disability at any point, let us know by emailing ; accommodation-request_mb@oracle.com or by calling +1 888 404 2494 in the United States.; Oracle is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans’ status, or any other characteristic protected by law. Oracle will consider for employment qualified applicants with arrest and conviction records pursuant to applicable law. ; Responsibilities:; • Represent Oracle with partner organizations and hold them accountable for meeting their commitments.; • Ensure partner organizations adhere to Oracle change management policies.; • Data center utilization is maintained within capacity limits.; • Ensure environmental and capacity tools are reporting accurately and are up-to-date.; • Ensure the facility documentation repository is complete and up-to-date.; • Data hall cooling containment meets design standards.; • Installation of IT equipment adheres to room layout and power striping design.; • Assist with developing dashboards and automation to support scalable solutions.; • Be accessible via cell phone and willing to work onsite as emergencies require outside of business hours.; • Participate and complete training that aligns with corporate objectives to bridge skill gaps and learn new relevant technologies.; • Act within Service Level Agreements (SLA) on the tickets assigned to you in your space.; Preferred Qualifications:; • Associate's degree or higher in an electrical or electronic discipline; or Journeyman electrical license or higher.; Career Level - IC4",,Full time,indonesia,,
78,85140499,Data Center Engineer,PT Graha Karya Informasi,Jakarta,2025-06-24 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85140499,"Tanggung Jawab :; Sebagai L1 mulai dari administrasi dan manajemen jaringan, Data Center Site Engineer memonitor dan melayani kebutuhan konsultasi, konfigurasi dan memecahkan masalah pada ICT Equipment dedicated client.; Kualifikasi :; * Pendidikan minimal D3/S1 Teknik Elektro, IImu Komputer, Teknik Informatika atau Ilmu Komputer lainnya; * Memiliki pengalaman kerja minimal 2 tahun dibidang setup / perawatan server; * Familiar dengan VMware, Veeam backup, Windows dan Linux (dibuktikan dengan pengalaman kerja & sertifikasi); * Memiliki sertifikasi VCP (VMware), VMCE (veeam), Microsoft setara; MSCA, Linux; * Memiliki kemampuan komunikasi dan ketahanan bekerja yang baik; * Dapat bergabung anytime; * Contract based; Lokasi : Jakarta Utara; Hari dan Jam Kerja : Senin - Jumat / 07.00 - 16.00",,Full time,indonesia,,
98,85035825,Warehouse Improvement Engineer,PT SCG Barito Logistics,Cilegon,2025-06-19 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85035825,"About the role; ; PT SCG Barito Logistics is seeking a talented and driven Warehouse Improvement Engineer to join our team in Cilegon, Banten. As a Warehouse Improvement Engineer, you will play a crucial role in optimising our warehousing operations, implementing innovative solutions to enhance efficiency, productivity, and customer satisfaction. This full-time position offers an exciting opportunity to make a tangible impact within our dynamic logistics organisation.; What you'll be doing; Analyse current warehouse processes and identify opportunities for improvement; Develop and implement improvement strategies that focus on efficiency, quality, and cost; Collaborate with cross-functional teams to ensure seamless integration of warehouse improvements; Monitor and evaluate the performance of warehouse operations, making data-driven recommendations for continuous enhancement; Provide training and support to warehouse personnel to ensure effective adoption of new processes and technologies; Maintain compliance with relevant industry regulations and safety standards; Develop metrics and KPIs to measure the effectiveness of improvement initiatives; Prepare periodic reports on the progress and results of improvement projects; Manage improvement projects from start to finish, ensuring that all steps are completed on schedule; Ensure that all improvement processes comply with applicable supply chain standards and regulations; Running other tasks ordered by his superior; Housekeeping activities and ensure the 5S and safety rule is executed correctly; Create and revise procedure , Work Instruction and form (checklist); Prepare and create RCA (Root Cause Analysis) and CAPA (Corrective and Preventive Action) whenever unconformity happen; What we're looking for; Diploma's degree in Industrial Engineering, Logistics, or a related field is preferred; Minimum 3 years of experience in warehouse management or logistics operations; Strong analytical and problem-solving skills with the ability to identify and resolve operational challenges; Proficient in the use of warehouse management systems and data analysis tools; Excellent communication and interpersonal skills to collaborate effectively with cross-functional teams; Adaptable to changes and able to thrive in a fast-paced, dynamic environment; Understand about inventory & warehouse management; Computer literacy in SAP & Microsoft Office, especially Microsoft Excel (VLOOKUP, Pivot Table, etc); Have high awareness, sensitivity, and compliance in work activities; Understand about ISO 9001:2015; Have knowledge about Occupational Health and Safety; What we offer; ; At PT SCG Barito Logistics, we are committed to providing our employees with a supportive and collaborative work environment.; About us; ; PT SCG Barito Logistics is a provider of integrated logistics solutions in Indonesia. With a strong presence in the Banten region, we offer a wide range of services, including warehousing, distribution, and transportation. Our commitment to excellence, innovation, and customer satisfaction has made us a trusted partner for businesses across various industries.; If you are excited about the prospect of driving continuous improvement in our warehouse operations, we encourage you to apply now.",,Full time,indonesia,,
104,84996540,Cloud Network Engineer,PT Media Indonusa (Jakarta),Central Jakarta,2025-06-18 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/84996540,"Job Requirements:; • Bachelor’s degree in Computer Science, Information Technology, or a related field.; • Minimum 2 years of experience managing cloud-based networking (Alibaba Cloud, AWS, Azure, or GCP).; • Strong understanding of cloud architecture, networking, and security best practices.; • Proficiency in infrastructure-as-code tools like Terraform, Ansible, or similar.; • In-depth understanding of networking concepts: TCP/IP, subnetting, routing, NAT, VPN, DNS, and firewalls.; • Hands-on experience designing and implementing Virtual Private Clouds (VPCs), peering, and hybrid cloud networking; • Proven experience configuring and troubleshooting VPNs (IPsec, SSL), Direct Connect, or ExpressRoute; • Skilled in managing cloud-native network components such as security groups, network ACLs, route tables, and load balancers (ALB/ELB); • Experience implementing secure service-to-service communication, including Zero Trust networking or micro-segmentation; • Familiarity with network observability tools (e.g., VPC Flow Logs, AWS CloudWatch, Wireshark, or similar); • Scripting skills (e.g., Bash, Python) for network automation and connectivity checks; • Ability to troubleshoot latency, packet loss, and inter-region or hybrid connectivity issues; • Understanding of high availability, load balancing, and failover strategies at the network layer; • Strong problem-solving skills and ability to work in a collaborative environment.; • Excellent communication skills and ability to support cross-functional teams.; • Experience with containerization and orchestration (Docker, Kubernetes); • Networking or cloud certifications such as CCNA, CCNP, AWS Advanced Networking, or Alibaba Cloud Network Specialist; • Experience managing virtual firewall appliances (e.g., Palo Alto VM-Series, FortiGate) in cloud environments; • Understanding of service mesh (e.g., Istio, Linkerd) and its impact on east- west traffic within microservices; • Experience managing DNS across environments, including internal DNS and private hosted zones; • Familiarity with hybrid connectivity using MPLS, VPN over BGP, or dedicated interconnect solutions; • Knowledge of dynamic routing protocols (e.g., BGP) in a cloud environment; • Experience configuring traffic inspection, packet mirroring, or flow analytics for compliance and security audits; • Experience with DevOps tools and practices (CI/CD, monitoring, automation).; Job Description:; • Manage and implement Network on cloud platforms such as Alibaba Cloud, AWS, and other cloud services.; • Handle routine maintenance and Network upgrades or changes.; • Collaborate with the IT team to identify and resolve system security issues.; • Design and implement scalable and highly available solutions.; • Proactively identify and resolve network issues.; • Develop automation scripts for operational tasks.; • Apply DevOps practices to enhance efficiency and security.; • Ensure cloud system security through access control.; • Manage configurations to ensure system consistency and reliability.; • Provide technical support to internal teams regarding cloud network.; • Implement disaster recovery solutions and create recovery plans to protect data and business operations.; • Conduct cloud network capacity planning and cost optimization.; • Apply approaches such as risk management, clustering, load balancing, and failover strategies.",,Full time,indonesia,,
39,85583068,Data Engineer,Code.id,Kebayoran Lama,2025-07-08 13:16:45.000000 UTC,https://id.jobstreet.com/id/job/85583068,"Job Description; Design, build, and maintain robust and scalable data pipelines (ETL/ELT) using modern tools and technologies.; Integrate data from internal and external sources, ensuring data integrity and reliability.; Work closely with data scientists, analysts, and business teams to understand data needs and deliver efficient solutions.; Develop and maintain data models and data warehouses/lakes to support business intelligence and analytics.; Optimize data systems for performance, scalability, and cost efficiency.; Implement data quality checks, monitoring, and alerting systems.; Ensure data privacy, security, and compliance with regulations (e.g., GDPR, HIPAA).; Document data pipelines, architecture, and processes clearly and consistently.; Minimum Qualifications; 3+ years of experience in a Data Engineer or similar data-centric role.; Strong experience with SQL Server Integration Services (SSIS) for ETL development, deployment, and maintenance.; Proven ability to design, build, and manage ETL pipelines using SSIS.; Hands-on experience with Power BI for building reports, dashboards, and data visualizations.; Solid knowledge of T-SQL and working with SQL Server databases.; Understanding of data quality, data governance, and data lineage concepts.; Familiarity with performance tuning and optimization of ETL processes and SQL queries.",,Kontrak/Temporer,indonesia,,
97,85036826,Lead Facilities Engineer - Data Center (Batam),PT Michael Page Internasional Indonesia,Batam,2025-06-19 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85036826,"As Lead Facilities Engineer, you will be responsible to oversee the operation, maintenance, and improvement of critical infrastructure systems in our client data center located in Batam. This role is crucial in ensuring 24/7 uptime and operational reliability across electrical, mechanical, and HVAC systems.; Client Details; We are currently representing one of our Data Center client in Batam who is looking to expand their team; Description; Lead and coordinate all facilities engineering operations and maintenance activities across electrical (HV/LV), mechanical, and HVAC systems within the data center.; Supervise and coordinate with vendors, service providers, and internal teams to ensure proper execution of maintenance, repair, and upgrade works.; Ensure all preventive and corrective maintenance tasks are completed timely and in compliance with company SOPs and industry standards.; Monitor, analyze, and troubleshoot critical systems (e.g., UPS, CRAC/CRAH, generators, fire suppression, BMS) to prevent downtime.; Lead root cause analysis (RCA) and post-incident reviews to identify improvements in reliability and resilience.; Support capacity planning, equipment upgrades, retrofits, and new project commissioning.; Manage documentation, reporting, and logs related to equipment performance, maintenance, and incidents.; Ensure compliance with local regulations, safety standards, and environmental requirements.; Provide technical mentorship and guidance to junior engineers and technicians; Profile; Degree in Mechanical, Electrical, or related field; Minimum 5 years of relevant experience in mission-critical environments (data center, semiconductor, hospital, etc.), with experience in senior or supervisory role.; Strong knowledge of data center infrastructure (UPS, PDUs, chillers, CRACs, generators, STS, fire systems, etc.).; Experience with maintenance software (CMMS), BMS/SCADA systems, and reliability tools (FMEA, RCA).; Familiar with industry standards: Uptime Institute, ASHRAE, ISO, etc.; Ability to work under pressure in a 24/7 operational environment.; Fluent in English (both written and verbal); Willing to be placed in Batam; Job Offer; Opportunities to work with advanced technologies in a supportive environment.; A professional setting that values innovation and technical growth.; Access to continuous development programs and resources.; Potential for career progression within the technology & telecoms industry.; This is an excellent opportunity for experienced professionals to make a significant impact. Interested candidates are encouraged to apply.; To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Antonius Trianto on +62 21 2958 8899.",,Full time,indonesia,,
16,85779459,Data Warehouse Engineer,PT Bali Towerindo Sentra Tbk,Central Jakarta,2025-07-15 13:16:45.000000 UTC,https://id.jobstreet.com/id/job/85779459,"Responsibilities :; Design, build, and maintain the company’s source of truth (data lake, data warehouse, and data mart), dashboarding/reporting platforms, and/or any other data products; Work closely with BI analysts and data scientists to implement a variety of descriptive and predictive analytic solutions; Work closely with the product and engineering team to ensure the data ecosystem quality and accountability; Requirements :; Candidate must possess at least bachelor degree in Computer Science or Information Technology; At least 1-2 years of experience as data engineer (have experience data science course online school); Proficient with a variety of data engineering ETL Tools (Pentaho, Talend, SSIS, etc); Good understanding of the basics of data pipeline, and experience in implementing data-lake/data-warehouse/data-mart, with most recent data tech-stacks; Firm grasp in SQL Queries.",,Full time,indonesia,,
10,85812908,Data Engineer (Middle),PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Jakarta,2025-07-16 13:16:45.000000 UTC,https://id.jobstreet.com/id/job/85812908,"Job Description; Bertanggung jawab dalam membangun dan memelihara sistem data-platform, mulai dari tahapan proses pengumpulan data dari berbagai data-source (extract), data-cleansing (data quality) dan data transformasi (transform). Data-Platform sebagai tools memberikan insight kepada pengguna dalam melakukan pengambilan keputusan operasional maupun keputusan strategi.; Mengekstrak, mengubah, dan memuat (ETL) data dari berbagai sumber termasuk basis data, API, dan berkas log; Menerapkan pemeriksaan kualitas data dan sistem pemantauan untuk memastikan keakuratan dan konsistensi data; Mengembangkan dan memelihara model data dan data warehouse; Berkolaborasi dengan business-analyst untuk memahami kebutuhan data mereka dan menerjemahkannya menjadi technical-specification; Menganalisa dan melakukan perubahaan terhadap sistem data-platform untuk perbaikan system-error, pemeliharaan dan pengembangan; Menjaga kualitas sistem yang dihasilkan dengan mempertimbangkan user-friend, user-experience, speed performance dan system reliability; Melakukan test terhadap hasil pengembangan/pemeliharaan; Bertanggung jawab atas pengembangan dan pemeliharaan peranti lunak sesuai dengan objektif perusahaan dan kebutuhan pengguna; Qualification:; Berpengalaman min. 2 tahun bekerja sebagai ETL Developer mengembangkan memelihara dan mengelola RDBMS termasuk pembuatan script, store-procedure dan SQL Query; Membuat dan memelihara data pipeline architecture yang optimal untuk integrasi data menggunakan ETL tools seperti SSIS, Pentaho dan Talend; Build data ingestion workflow for data warehouse/data marts/operational data store7; Pengetahuan dan pengalaman terhadap data-warehouse, data-marts, operational-data-store dan master data management; Pengetahuan dan pengalaman dalam database-design dan membangun database; Pengetahuan dan pengalaman dalam pembuatan SQL script dan tuning SQL yang baik",,Kontrak/Temporer,indonesia,,
20,85769160,Data Engineer,Advertiser didn't show the company,Jakarta,2025-07-15 13:16:45.000000 UTC,https://id.jobstreet.com/id/job/85769160,"Qualification :; Degree in Computer Science, Electrical/Computer Engineering, Industrial & System Engineering, Mathematics/Statistics; Proficient in Pythons and one or more of the following programming languages: R, Scala, Java, C++; Strong working knowledge of SQL and all function on the SQL and good logic to make efficient query structure. And have knowledge with all data structures and types.; Also handling big data processing with efficient and best performance.; Have experience with Unix/ubuntu, Hadoop, Impala and Hive. Have experience with google cloud platform especially composer, bigquery, storage, Vertex AI, cloud function/run, etc.; Min 3 Years’ Experience as DS, DE, or Data Analyst Have Experience in Industry: Telco / iOT / BFSI; Responsibility :; Design, implement, and operationalize data pipelines to extract and load data from various sources (databases, APIs, logs, etc.) and make the pipelines works efficient.; As a core member of the Data team, attend daily standup to update status on Data development activities, also perform the following activities.; Coordinate with IT/Network Team and IoH Data Management and Quality Team to make sure all the data integrity and quality. Check data for errors and fix any issues to maintain its accessibility and reliability.; Improve the efficiency and speed of data processing to make it faster.; Create rules for data management to ensure appropriate and ethical usage. Stay updated on data privacy laws (like GDPR, CCPA) and ensure compliance. Record data history and characteristics for improved understanding and traceability. 094/Q0M-Q0MA/STR/2025; Help design data systems, thinking about data structures and future growth. Work together with data scientists and analysts to support their data infrastructure needs.; Establish and manage data storage solutions, encompassing both SQL and NoSQL databases as well as data warehouses. Improve data storage efficiency, scalability, and cost-effectiveness. Implement stringent data security measures and access controls to safeguard sensitive information.; To make telco data such mobility, online behavior, communication pattern to be a relevant consideration of other industries decision making such as banking, ecommerce, retail, and government institutions; Monitoring for Data Quality and fixing the data if there are some issues.",Rp 18.000.000 – Rp 20.000.000 per month,Kontrak/Temporer,indonesia,18000000,20000000
108,84710124,ICT Cloud Engineer,PT Ellipse Projects Indonesia,South Jakarta,2025-06-24 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/84710124,"Ellipse Projects, with over 10 years of experience, focuses on cutting-edge infrastructure projects tailored to regional needs. Ellipse Group upholds the highest international standards and is committed to social and environmental responsibility in collaboration with financial and industrial partners. We are looking for motivated and skilled candidate for the Position of ICT Cloud Engineer; Responsibilities of the Migration Engineer shall be as follows:;  JOB RESPONSIBILITIES; Design, deploy, securely Data Center migration from existing environment to new environment; Experience in data centers operation and maintenance; Experience in data and application migration solutions tailored to meet Client goals, ensuring compatibility with existing systems and compliance with Technology Security standards.; Ensure cloud environments adhere to best practices for security, data protection, and compliance, including managing access controls and risk assessments.; Work closely with all vendors or subcontractors; Maintain thorough documentation of cloud configurations, processes, and best practices for team reference and compliance purposes.; Provide guidance and support to Client manage service on cloud technologies, assist with troubleshooting, and contribute to knowledge-sharing initiatives.; Stay up to date with industry trends, new tools, and cloud technologies to propose improvements and innovations to the cloud strategy.; ; JOB SKILLS AND QUALIFICATIONS; Bachelor in information technology or equivalent degree; Experience on Data Center and or Application Migration in private cloud (Certified in VMware cloud foundation or VMware cloud director is a plus); Has knowledge in VMware NSX, SDDC Manager, Aria, vSphere replication, etc.; Background in IP based secure communications systems; High level of fluency in written and spoken English; Demonstrate a great intellectual curiosity with regard to all the technical solutions implemented in and outside our projects; Demonstrate autonomy, good interpersonal skills and natural authority; Management skills and a sense of teamwork; 7 to 10 years of previous experience with an industrial company specialized in Cloud, IT, cybersecurity. Knowledge in the design and implementation of cyber security controls within an ICT architecture, knowledge of security best practice, and CSIRT structures",,Kontrak/Temporer,indonesia,,
11,85810897,Data Engineer,PT Mitracomm Ekasarana,Jakarta,2025-07-16 13:16:45.000000 UTC,https://id.jobstreet.com/id/job/85810897,"Job Description; ; • Hands on experience with data pipeline and workflow management tools such as: Talend, Informatica, Apache Beam, Kafka, Apache Airflow, Storm, Spark-Streaming, etc.; • Hands on experience using programming languages like Python, Scala, Java, SQL; • Experience in Big Data Management Frameworks, tools, and solutions especially Cloudera Hadoop, Hive, Impala, HBase, MapReduce, and Tableau; ; Kualifikasi khusus :; - sql; - phyton; - tableau; - bash script linux; - etl airflow; - big query (gcp); ; ; Kualifikasi:; Education : Minimal S1; Department : Sistem Informatika / Teknik Informatika; IPK : Min 2.75; Experience : Minimal 2 years experience in data analytics; ; Kualifikasi umum : pengalaman minimal 2 tahun di bidang pengolahan database",Rp 6.000.000 – Rp 6.200.000 per month,Full time,indonesia,6000000,6200000
24,85749086,"Software Engineer, Backend - Business Platform",PT Solusi Transportasi Indonesia,Jakarta,2025-07-14 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85749086,"Company Description; About Grab and Our Workplace; Grab is Southeast Asia's leading superapp. From getting your favourite meals delivered to helping you manage your finances and getting around town hassle-free, we've got your back with everything. In Grab, purpose gives us joy and habits build excellence, while harnessing the power of Technology and AI to deliver the mission of driving Southeast Asia forward by economically empowering everyone, with heart, hunger, honour, and humility.; Job Description; Get to Know the Team; The Business Platform team develops and optimizes the core platform for every business in Southeast Asia to connect, engagement and transact with Grab Consumer. The Core Experience of the Business Platform at Grab, involves a range of fundamental features that the product, platform or service will deliver to the Merchants. We adopt a microservice architecture on the backend and use several frontend techniques (e.g. IOS, ADR, Flutter, and Web) to serve our end-users (e.g. Merchants, Business Partners) across 8 countries. We generalize our microservices into platforms to improve the speed of the market of new products. We follow an adaptive system principle, in which systems keep improving upon different feedback signals without human intervention.; Get to Know the Role; As a Software Backend Engineer at Grab, you will design, develop, and maintain scalable backend systems that power our superapp. You will work with cross-functional teams to deliver high-quality solutions that impact millions of users across Southeast Asia. You will report to the Engineering Manager. You will be based on site in Jakarta office.; The Critical Tasks You Will Perform; Design, develop, and maintain robust, scalable, and secure backend services and APIs.; Collaborate with product managers, frontend engineers, and other stakeholders to deliver new features and improvements.; Write clean, maintainable, and efficient code following best practices.; Participate in code reviews, architecture discussions, and contribute to technical decision-making.; Optimize application performance, reliability, and scalability.; Mentor and guide junior engineers, fostering a culture of learning and growth.; Troubleshoot and resolve production issues, ensuring high availability of services.; Stay up-to-date with the latest industry trends and technologies.; Qualifications; What Essential Skills You Will Need; The Must-Haves:; Min. Bachelor's degree in Computer Science, Software Engineering, Information Technology, or related fields.; You are curious and stay informed about relevant technology trends and developments new things and embrace the latest technologies; You have solid Computer Science fundamentals in algorithms and data structures.; You have a sound understanding of system performance and scaling.; You can be a good coder in any programming language, but must be willing to work on Golang.; You are passionate about building products, features, and platforms to accelerate business growth.; 3+ years of experience building software systems for delivery business or order systems would be beneficial.; You have Heart, Hunger, Honour, and Humility.; The Nice-to-Haves:; Our core services tech stack consists of Golang with Redis, MySQL and DynamoDB data stores. They all run on the AWS cloud infrastructure with auto-scaling abilities.; We use GitLab for our code repository and we adhere to the basic Continuous Delivery tenets using a host of tools to support our release pipeline and code quality. These include GitLab CI, DataDog, Kibana, and Terraform; Additional Information; Life at Grab; We care about your well-being at Grab, here are some of the global benefits we offer:; We have your back with Term Life Insurance and comprehensive Medical Insurance.; With GrabFlex, create a benefits package that suits your needs and aspirations.; Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leave; We have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.; Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours; What We Stand For At Grab; We are committed to building an inclusive and equitable workplace that provides equal opportunity for Grabbers to grow and perform at their best. We consider all candidates fairly and equally regardless of nationality, ethnicity, race, religion, age, gender, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.",,Full time,indonesia,,
128,80249699,Software Engineer - Data,PT Samsung Electronics Indonesia,Jakarta,2025-06-17 16:17:28.000000 UTC,https://id.jobstreet.com/id/job/80249699,"Position Summary; We're looking for passionate and adaptable software engineer data to join our team. Ideal candidates should have a strong experience in implement ETL to provide structured data. You will contribute to both the software engineer data.; Role and Responsibilities; 1. Understand and implement ETL to provide structured data that meets its purpose on time.; 2. Write clean, maintainable, and efficient code with well-documentation.; 3. Review code with best practices of readability, testing patterns, documentation, reliability, security, and performance considerations in mind.; 4. Ensure full visibility, error reporting, and monitoring of high-performing backend services; 5. Stay up-to-date on the latest backend technologies and trends.; Skills and Qualifications; 1. Generally, requires a bachelor's degree in computer science, Information System, Information Technology, Software Engineering and Electrical Engineering, Math, Physics, from Reputable Universities with a minimum 2 years related experience, or advanced degree without experience.; 2. [Maintain ETL Engine] Develop and maintain crawling and parser engine that meets requirement.; 3. [Maintain Data Quality] Participate in providing a clean data quality.; 4. [Maintaining and Optimizing Service] Participate in terms of system improvement that lead to the efficiency of cost operation.; 5. Have deep understanding of JavaScript and Object-Oriented Programming; 6. Have good communication skills in English; 7. Accustomed to using versioning systems (GitHub); 8. Have experience in SQL Database; 9. Have experience using AWS services ; ; Preferable:; - Have experience in web scraping tools (Puppeteer, Selenium, Beautiful Soup) is a plus; - Have experience in OCR tools (OpenCV, Tesseract, Python) is a plus; - Have experience in REST API Development (NodeJS) is a plus; - Have experience in Service Oriented Architecture / Microservices Architecture is a plus; - Excellent communication abilities in English and Bahasa Indonesia; * Samsung has a strict policy on trade secrets. In applying to Samsung and progressing through the recruitment process, you must not disclose any trade secrets of a current or previous employer.; * Please visit Samsung membership to see Privacy Policy, which defaults according to your location. You can change Country/Language at the bottom of the page. If you are European Economic Resident, please click here; .",,Full time,indonesia,,
